,dates,1,2,3,4,5,6,7,8,9,10,11,12
0,2000-02-12 20:46:47,41.21302108310897,74.51672777027059,83.89368457786192,74.01767187231012,42.8187553520243,80.10260479840363,99.2009113055178,56.19192606381512,82.88717857894825,76.85093051345893,102.89455779519285,36.95679937447305
1,2001-09-10 20:42:38,44.27727159489731,78.29712084708474,81.76961366628456,69.81694176792075,46.64716328910232,70.22866402253703,90.97544688602026,62.50025171040022,83.52545435039349,91.76909284502834,110.91224600045844,44.68418977356516
2,2001-11-29 20:42:36,53.552823208372615,75.57455222553774,82.38744591323828,72.28538176988957,45.190196449779656,71.74284937530402,99.42949419479447,61.03729571244319,79.37142372482919,72.72453915281639,68.1423232569016,40.81015890074545
3,2003-02-04 20:42:40,35.78755685467525,74.01802630596632,96.12195754833321,79.35931531005717,47.35668728125149,71.5417804121824,100.8064900930685,66.55935816166155,78.0989610795449,79.68901274521657,84.20547902036547,40.60113962999778
4,2003-03-24 20:42:41,37.788868490706925,64.70824506580976,82.49346909286595,78.9396803030717,42.59205440668578,68.46659763778914,99.08695155551493,63.920783716951156,77.72156293550805,70.65584511965581,83.50599637578634,47.015688048100564
5,2004-09-02 20:42:47,50.55101338915626,73.92110077258093,82.79749501351664,80.55919591029021,44.813380426427045,71.65682862468773,84.35668483927716,,77.79749883391482,83.09399391034209,107.18375383793673,52.50626434899866
6,2013-08-18 20:56:05,72.6166729322974,102.74673804520391,101.76488727310071,86.59588976235878,56.70125779284067,64.40373674736145,70.53993948911578,88.62810444454313,85.74811224696502,90.51433650964812,110.40032520855969,51.52576828621561
7,2014-02-26 20:54:45,48.807632004165775,99.34134132705985,114.05211322187134,95.61139911880299,58.49608175241528,57.601791047985515,91.77000262386086,93.19187977551971,86.8608467512355,89.28160295393778,110.58122592591404,48.77675620551454
8,2014-03-30 20:54:17,50.18722839048781,85.57240412647877,105.47173945513,91.53531240532439,50.195102712802665,55.05040434293039,88.15731328725158,81.53497040774673,82.13742210816079,87.19384670408598,108.02053844729262,45.12082821224118
9,2014-06-02 20:53:41,58.88162281683196,85.46248837726024,103.89812766866332,87.85059668002512,60.246596607806964,64.56885788329222,87.67946033566899,87.24945598736763,85.07244982970242,85.66809070621233,107.40929125317835,52.49861139441142
10,2014-12-27 20:54:08,,81.10065603530697,109.25306081095059,88.62803647956744,43.81550120703792,56.07493129931333,85.21076255484748,86.91450039761523,83.50601404158324,83.89835841105489,105.79930759361882,48.81910390204517
11,2015-01-28 20:54:01,50.517116073158675,85.2535893889228,110.86563788225358,98.14294254536868,51.8425770454398,60.819170586228466,100.00935133193536,85.93752315005322,84.77108688224781,88.02082857475366,107.28684795628908,56.54571965425275
12,2015-06-05 20:53:15,68.61128857049648,98.8631205897453,104.34192106875676,92.66133362226691,70.93283333338658,68.01942079523481,90.61506921672843,85.67650039711206,84.9997287291851,87.46687683855707,111.16729442864845,55.35341765499906
13,2017-03-22 20:53:41,52.65904145869329,74.75537355408257,101.48976390706723,99.82305506201396,76.6100529754294,66.08764165010611,110.00224036359326,87.02546148372679,86.7997201737332,89.50188823409655,110.75578177024661,51.64456699409522
14,2017-10-16 20:54:21,58.00811585863678,90.45937854176898,92.94834654980532,92.11968079628329,56.68511152110799,59.321272281386975,84.02859181848133,83.06747429804223,89.57650036213074,92.41837882798166,113.17467450711135,52.40373279530555
15,2018-12-06 20:53:57,57.20280620158115,88.18716453042545,97.79309220302758,94.74258240405018,50.051547814577006,57.44547119396439,63.32818280563166,92.2822522802291,85.62543584085365,86.94220321277444,107.16977250599814,51.36693358249963
16,2018-12-22 20:53:56,47.3658026735249,81.53864798472055,100.63750904370511,93.6718352397127,54.88487360200778,57.16544587836261,73.95711470671452,86.07049305869712,85.53437916137253,88.02394057442379,106.72364000435249,49.23435153645696
17,2020-07-20 20:53:57,44.70236766527316,79.98004891244574,93.90053935186292,96.73756932321365,63.01660710062619,62.011803524590775,80.199955080638,89.7280389172484,84.93072607113805,89.71167406327376,111.35265859611611,57.49902830487466
18,2020-12-11 20:54:24,66.48423301032557,93.83950647875912,99.06352327566587,100.14436270996703,61.272009593227196,53.660518244015975,64.28213125532596,87.00429081921115,89.57792916775594,92.2801504989514,108.25548347579226,60.76061486717546
19,2021-09-09 20:54:19,48.185001291665486,80.79251490135456,94.135379099122,96.96370411995451,63.92401071390833,58.82934925055575,69.35372288706209,84.9635305358225,82.02076600687786,89.46957798026506,108.08771468953059,61.416811946651436
20,2021-09-25 20:54:23,61.16378227209011,89.04902472604788,92.94677683834288,94.67079857242342,50.73782087231821,58.64697585740193,62.869598591487296,83.88402972740553,86.34630093678018,90.57476827346343,108.60355364853308,52.71557973892661
21,2022-02-24 20:54:09,49.943210602167724,84.08105263279242,102.73998123775527,97.88656239330535,57.439048751352274,59.5020114948332,68.84147002307975,96.85818951986757,83.15095623858042,86.53662129647807,108.32972530216368,55.654791608887024
22,2022-12-17 20:54:30,62.64479142728228,98.27718919743508,101.92614236294258,96.01898547808689,52.5906939690766,52.54578689524049,54.4208351461373,89.9664559339826,88.21050179866954,90.7606367962067,107.64900911140866,57.18035741363885
23,2023-01-10 20:54:29,61.59695129925858,89.51875758310129,104.3676787337451,95.19245984121324,47.87350848471001,47.55833917556027,58.74218786057171,92.44435487292576,82.10932407066502,83.56768438177858,104.21975618227496,55.859989954794294
24,2023-01-18 20:54:21,53.20826321559988,87.16274491134763,110.59882211125665,99.35087601844008,53.600774598746476,52.06168142883809,72.17791018991005,95.52800802105344,85.46245493829136,88.65012315320482,107.08532503063334,58.64892439230578
